"nodo1","nodo2","peso_arista","peso_nodo1","peso_nodo2","nodo1_abr","nodo2_abr"
"NAYARIT","SINALOA",0.400641025641026,356943.5,850101.5,"NAY","SIN"
"NAYARIT","TABASCO",0.400881057268722,356943.5,504210.5,"NAY","TAB"
"NAYARIT","ZACATECAS",0.415094339622642,356943.5,343852.5,"NAY","ZAC"
"NUEVO LEÓN","QUERÉTARO",0.539877300613497,1622032.5,659874,"NL","QRO"
"OAXACA","TABASCO",0.400881057268722,1013622.5,504210.5,"OAX","TAB"
"OAXACA","VERACRUZ DE IGNACIO DE LA LLAVE",0.408396946564886,1013622.5,1626632,"OAX","VER"
"PUEBLA","TLAXCALA",0.488599348534202,1529325.5,345215.5,"PUE","TLAX"
"QUERÉTARO","SAN LUIS POTOSÍ",0.411764705882353,659874,662803,"QRO","SLP"
"SAN LUIS POTOSÍ","SONORA",0.40650406504065,662803,878274,"SLP","SON"
"SINALOA","SONORA",0.495934959349593,850101.5,878274,"SIN","SON"
"SINALOA","YUCATÁN",0.407051282051282,850101.5,727266,"SIN","YUC"
"TABASCO","VERACRUZ DE IGNACIO DE LA LLAVE",0.454198473282443,504210.5,1626632,"TAB","VER"
"TLAXCALA","ZACATECAS",0.4,345215.5,343852.5,"TLAX","ZAC"
